INSERT INTO sale_record
(9628,0,1025,3,10,0,NULL,0,NULL),
(9629,0,348,4,41,0,NULL,0,NULL),
(9630,1,632,2,6,1,NULL,0,NULL),
(9631,0,242,4,14,3,NULL,0,NULL),
(9632,0,160,1,11,0,NULL,1,NULL),
(9633,0,796,1,32,1,4,1,NULL),
(9634,0,529,3,26,1,NULL,0,NULL),
(9635,0,1065,0,15,3,NULL,0,NULL),
(9636,1,338,3,20,0,NULL,0,NULL),
(9637,0,991,3,33,0,NULL,0,NULL),
(9638,0,526,0,27,1,NULL,0,NULL),
(9639,0,1060,0,28,1,1,0,NULL),
(9640,0,796,2,39,3,4,0,NULL),
(9641,0,932,1,2,0,0,2,5),
(9642,0,634,1,22,3,NULL,1,NULL),
(9643,1,599,4,1,1,NULL,0,NULL),
(9644,0,434,2,6,3,NULL,0,NULL),
(9645,0,304,0,40,3,3,0,NULL),
(9646,0,249,4,41,3,NULL,0,NULL),
(9647,2,942,3,5,3,NULL,0,NULL),
(9648,0,63,3,0,3,NULL,0,NULL),
(9649,0,403,1,3,0,NULL,2,39),
(9650,1,274,2,21,1,NULL,0,NULL),
(9651,0,44,0,6,3,NULL,0,NULL),
(9652,0,433,1,9,0,NULL,1,NULL),
(9653,0,240,3,17,2,NULL,0,NULL),
(9654,0,890,0,5,0,NULL,0,NULL),
(9655,1,628,2,25,0,NULL,0,NULL),
(9656,0,603,3,28,3,NULL,0,NULL),
(9657,0,317,0,27,3,3,0,NULL),
(9658,1,784,2,34,3,4,0,NULL),
(9659,0,428,1,37,3,NULL,2,0),
(9660,0,161,3,15,1,NULL,0,NULL),
(9661,0,376,1,31,1,NULL,2,50),
(9662,1,1015,1,21,0,NULL,1,NULL),
(9663,0,53,2,20,3,NULL,0,NULL),
(9664,1,127,2,12,3,NULL,0,NULL),
(9665,1,665,0,32,0,NULL,0,NULL),
(9666,2,813,3,9,1,4,0,NULL),
(9667,1,1031,4,0,1,1,0,NULL),
(9668,1,81,4,10,3,NULL,0,NULL),
(9669,0,798,4,3,1,4,0,NULL),
(9670,0,644,4,4,3,NULL,0,NULL),
(9671,0,710,1,17,3,NULL,2,6),
(9672,1,991,4,4,1,NULL,0,NULL),
(9673,0,217,1,6,1,NULL,1,NULL),
(9674,0,67,0,10,1,NULL,0,NULL),
(9675,0,936,2,5,1,NULL,0,NULL),
(9676,0,258,1,35,1,NULL,1,NULL),
(9677,2,261,0,7,1,NULL,0,NULL),
(9678,0,960,2,37,3,NULL,0,NULL),
(9679,0,551,3,7,3,NULL,0,NULL),
(9680,0,752,3,4,0,4,0,NULL),
(9681,0,1065,1,31,3,NULL,1,NULL),
(9682,0,641,3,27,1,NULL,0,NULL),
(9683,1,796,2,3,3,4,0,NULL),
(9684,2,1063,2,23,0,NULL,0,NULL),
(9685,1,626,0,32,1,NULL,0,NULL),
(9686,1,1036,0,27,1,1,0,NULL),
(9687,1,436,0,0,0,NULL,0,NULL),
(9688,0,651,4,21,3,NULL,0,NULL),
(9689,0,930,1,2,3,0,1,NULL),
(9690,2,190,2,4,3,NULL,0,NULL),
(9691,1,654,0,7,1,NULL,0,NULL),
(9692,0,782,3,39,3,4,0,NULL),
(9693,0,833,4,6,1,NULL,0,NULL),
(9694,0,956,4,2,0,NULL,0,NULL),
(9695,1,441,1,11,1,NULL,2,21),
(9696,0,675,3,34,2,NULL,0,NULL),
(9697,0,996,2,35,3,NULL,0,NULL),
(9698,0,673,3,38,0,NULL,0,NULL),
(9699,0,1028,2,1,0,NULL,0,NULL),
(9700,1,896,0,27,0,NULL,0,NULL),
(9701,0,88,4,33,3,NULL,0,NULL),
(9702,0,1007,4,9,3,NULL,0,NULL),
(9703,0,355,3,7,0,NULL,0,NULL),
(9704,0,253,0,2,0,NULL,0,NULL),
(9705,0,953,1,31,3,NULL,1,NULL),
(9706,0,402,2,7,3,NULL,0,NULL),
(9707,1,1039,3,32,1,1,0,NULL),
(9708,0,301,2,38,3,3,0,NULL),
(9709,0,1022,1,9,3,NULL,2,8),
(9710,1,966,3,9,3,NULL,0,NULL),
(9711,0,701,2,39,3,NULL,0,NULL),
(9712,0,933,0,22,3,0,0,NULL),
(9713,2,134,0,10,1,NULL,0,NULL),
(9714,0,933,2,41,1,0,0,NULL),
(9715,0,266,0,40,1,NULL,0,NULL),
(9716,0,491,4,10,1,NULL,0,NULL),
(9717,0,441,1,10,0,NULL,1,NULL),
(9718,1,637,3,6,1,NULL,0,NULL),
(9719,1,370,1,33,1,NULL,1,NULL),
(9720,1,653,4,43,0,NULL,0,NULL),
(9721,0,1057,4,10,2,1,0,NULL),
(9722,0,686,0,26,3,NULL,0,NULL),
(9723,0,1085,0,28,1,NULL,0,NULL),
(9724,0,30,4,33,1,NULL,0,NULL),
(9725,0,818,4,33,3,4,0,NULL),
(9726,0,89,2,17,1,NULL,0,NULL),
(9727,0,814,1,16,1,4,1,NULL),
(9728,0,34,2,25,3,NULL,0,NULL),
(9729,0,667,2,8,1,NULL,0,NULL),
(9730,0,231,4,22,3,NULL,0,NULL),
(9731,0,981,1,5,3,NULL,2,37),
(9732,0,140,1,25,0,NULL,0,18),
(9733,0,522,1,42,0,NULL,1,NULL),
(9734,0,927,4,11,1,0,0,NULL),
(9735,0,659,0,23,1,NULL,0,NULL),
(9736,2,339,4,17,0,NULL,0,NULL),
(9737,1,976,4,7,3,NULL,0,NULL),
(9738,0,655,4,24,3,NULL,0,NULL),
(9739,0,445,4,40,3,NULL,0,NULL),
(9740,0,1041,2,8,3,1,0,NULL),
(9741,0,798,2,43,0,4,0,NULL),
(9742,0,273,1,2,3,NULL,2,36),
(9743,0,161,3,23,2,NULL,0,NULL),
(9744,0,307,4,14,1,3,0,NULL),
(9745,0,669,2,32,1,NULL,0,NULL),
(9746,0,784,2,43,0,4,0,NULL),
(9747,1,622,2,4,1,NULL,0,NULL),
(9748,0,276,3,27,3,NULL,0,NULL),
(9749,2,613,3,8,3,NULL,0,NULL),
(9750,0,512,0,36,3,NULL,0,NULL),
(9751,0,1012,0,1,0,NULL,0,NULL),
(9752,0,720,3,42,3,NULL,0,NULL),
(9753,0,608,0,36,0,NULL,0,NULL),
(9754,0,563,0,1,3,NULL,0,NULL),
(9755,1,958,3,32,2,NULL,0,NULL),
(9756,0,715,0,2,0,NULL,0,NULL),
(9757,0,422,0,0,3,NULL,0,NULL),
(9758,1,1058,3,1,3,1,0,NULL),
(9759,0,1058,0,43,1,1,0,NULL),
(9760,0,436,1,15,2,NULL,1,NULL),
(9761,2,347,0,7,0,NULL,0,NULL),
(9762,0,876,0,0,0,NULL,0,NULL),
(9763,1,237,2,20,3,NULL,0,NULL),
(9764,0,127,1,7,3,NULL,2,18),
(9765,0,804,1,31,0,4,2,21),
(9766,1,639,3,27,2,NULL,0,NULL),
(9767,0,68,0,32,3,NULL,0,NULL),
(9768,0,244,2,0,3,NULL,0,NULL),
(9769,1,892,2,16,2,NULL,0,NULL),
(9770,0,340,0,41,0,NULL,0,NULL),
(9771,0,833,3,7,1,NULL,0,NULL),
(9772,0,512,3,1,1,NULL,0,NULL),
(9773,0,896,2,2,1,NULL,0,NULL),
(9774,0,1078,3,1,3,NULL,0,NULL),
(9775,0,675,0,23,0,NULL,0,NULL),
(9776,0,774,4,26,0,4,0,NULL),
(9777,0,338,1,35,1,NULL,2,2),
(9778,0,350,0,4,2,NULL,0,NULL),
(9779,0,791,0,32,1,4,0,NULL),
(9780,1,37,2,2,3,NULL,0,NULL),
(9781,0,292,0,5,1,NULL,0,NULL),
(9782,0,132,1,3,3,NULL,1,NULL),
(9783,0,992,3,41,0,NULL,0,NULL),
(9784,2,195,1,1,0,NULL,2,31),
(9785,0,510,1,12,3,NULL,1,NULL),
(9786,1,335,0,5,1,NULL,0,NULL),
(9787,0,675,0,25,3,NULL,0,NULL),
(9788,1,1015,2,40,0,NULL,0,NULL),
(9789,1,510,3,35,3,NULL,0,NULL),
(9790,1,443,0,2,0,NULL,0,NULL),
(9791,1,249,4,29,3,NULL,0,NULL),
(9792,1,45,4,34,0,NULL,0,NULL),
(9793,0,129,4,11,0,NULL,0,NULL),
(9794,0,791,1,6,0,4,2,16),
(9795,1,627,0,0,3,NULL,0,NULL),
(9796,0,669,2,26,1,NULL,0,NULL),
(9797,0,132,3,38,3,NULL,0,NULL),
(9798,2,943,3,20,0,NULL,0,NULL),
(9799,0,951,4,28,3,NULL,0,NULL),
(9800,0,667,1,31,1,NULL,1,NULL),
(9801,1,1085,4,2,0,NULL,0,NULL),
(9802,0,886,0,12,0,NULL,0,NULL),
(9803,0,594,1,18,3,NULL,1,NULL),
(9804,1,539,1,9,3,NULL,0,47),
(9805,2,321,1,5,1,3,1,NULL),
(9806,2,202,0,39,3,NULL,0,NULL),
(9807,2,137,4,33,3,NULL,0,NULL),
(9808,1,47,2,3,0,NULL,0,NULL),
(9809,1,435,2,8,1,NULL,0,NULL),
(9810,2,272,2,20,3,NULL,0,NULL),
(9811,0,240,1,36,3,NULL,1,NULL),
(9812,1,683,0,10,3,NULL,0,NULL),
(9813,0,658,1,11,3,NULL,2,31),
(9814,1,487,3,14,1,NULL,0,NULL),
(9815,1,687,4,26,3,NULL,0,NULL),
(9816,1,800,4,4,1,4,0,NULL),
(9817,1,655,4,0,1,NULL,0,NULL),
(9818,0,980,4,13,0,NULL,0,NULL),
(9819,0,121,3,34,0,NULL,0,NULL),
(9820,1,1059,3,27,0,1,0,NULL),
(9821,1,128,0,24,0,NULL,0,NULL),
(9822,0,1056,3,13,3,1,0,NULL),
(9823,1,637,0,43,1,NULL,0,NULL),
(9824,0,1026,0,11,2,NULL,0,NULL),
(9825,0,994,4,7,3,NULL,0,NULL),
(9826,0,449,3,24,3,NULL,0,NULL),
(9827,0,1048,4,38,1,1,0,NULL),
(9828,0,816,4,32,3,4,0,NULL),
(9829,0,712,4,26,0,NULL,0,NULL),
(9830,0,331,1,41,3,NULL,1,NULL),
(9831,0,440,2,11,0,NULL,0,NULL),
(9832,1,660,3,20,1,NULL,0,NULL),
(9833,0,711,4,39,0,NULL,0,NULL),
(9834,1,1044,1,10,3,1,2,33),
(9835,0,777,2,32,3,4,0,NULL),
(9836,0,643,0,4,3,NULL,0,NULL),
(9837,0,244,2,23,0,NULL,0,NULL),
(9838,0,75,2,4,0,NULL,0,NULL),
(9839,0,408,1,28,3,NULL,1,NULL),
(9840,0,1015,0,22,1,NULL,0,NULL),
(9841,0,1042,2,31,1,1,0,NULL),
(9842,2,609,0,17,0,NULL,0,NULL),
(9843,0,266,0,43,0,NULL,0,NULL),
(9844,0,623,2,15,2,NULL,0,NULL),
(9845,0,253,2,10,1,NULL,0,NULL),
(9846,0,278,2,1,0,NULL,0,NULL),
(9847,1,232,2,7,0,NULL,0,NULL),
(9848,1,333,1,10,1,NULL,2,16),
(9849,0,1070,3,3,0,NULL,0,NULL),
(9850,0,518,0,23,3,NULL,0,NULL),
(9851,0,1034,4,11,1,1,0,NULL),
(9852,1,522,2,40,1,NULL,0,NULL),
(9853,1,534,4,37,1,NULL,0,NULL),
(9854,0,1043,3,11,3,1,0,NULL),
(9855,0,129,1,19,2,NULL,0,9),
(9856,0,643,0,27,3,NULL,0,NULL),
(9857,1,1044,1,5,3,1,1,NULL),
(9858,0,688,4,1,1,NULL,0,NULL),
(9859,0,362,0,10,1,NULL,0,NULL),
(9860,0,336,2,12,3,NULL,0,NULL),
(9861,1,358,4,39,3,NULL,0,NULL),
(9862,0,802,4,7,0,4,0,NULL),
(9863,2,827,3,0,3,NULL,0,NULL),
(9864,0,1024,2,8,0,NULL,0,NULL),
(9865,0,331,3,28,3,NULL,0,NULL),
(9866,0,301,4,35,2,3,0,NULL),
(9867,0,237,1,21,2,NULL,1,NULL),
(9868,0,892,2,33,0,NULL,0,NULL),
(9869,1,224,0,30,1,NULL,0,NULL),
(9870,1,308,1,25,3,3,2,42),
(9871,2,1027,1,2,0,NULL,2,46),
(9872,1,525,2,24,3,NULL,0,NULL),
(9873,1,629,2,17,0,NULL,0,NULL),
(9874,0,145,0,18,3,NULL,0,NULL),
(9875,0,133,2,41,1,NULL,0,NULL),
(9876,1,1088,2,1,0,NULL,0,NULL),
(9877,2,440,2,11,3,NULL,0,NULL),
(9878,1,514,2,16,0,NULL,0,NULL),
(9879,0,605,3,37,0,NULL,0,NULL),
(9880,1,814,4,25,3,4,0,NULL),
(9881,0,538,2,10,1,NULL,0,NULL),
(9882,0,541,2,26,1,NULL,0,NULL),
(9883,1,941,2,21,1,NULL,0,NULL),
(9884,0,652,0,24,1,NULL,0,NULL),
(9885,1,438,2,10,0,NULL,0,NULL),
(9886,1,640,0,31,1,NULL,0,NULL),
(9887,0,268,4,10,1,NULL,0,NULL),
(9888,0,120,0,2,1,NULL,0,NULL),
(9889,0,338,0,4,1,NULL,0,NULL),
(9890,0,978,4,18,0,NULL,0,NULL),
(9891,0,608,1,1,0,NULL,1,NULL),
(9892,0,1035,3,4,0,1,0,NULL),
(9893,0,448,3,18,1,NULL,0,NULL),
(9894,2,307,4,7,0,3,0,NULL),
(9895,0,229,4,5,1,NULL,0,NULL),
(9896,0,686,1,8,1,NULL,2,10),
(9897,0,182,3,1,3,NULL,0,NULL),
(9898,0,529,1,11,3,NULL,1,NULL),
(9899,2,506,1,27,0,NULL,2,8),
(9900,0,68,2,0,1,NULL,0,NULL),
(9901,1,1018,1,36,0,NULL,0,4),
(9902,0,976,4,26,3,NULL,0,NULL),
(9903,0,157,0,0,3,NULL,0,NULL),
(9904,1,932,2,24,0,0,0,NULL),
(9905,0,832,4,9,3,NULL,0,NULL),
(9906,1,89,4,14,3,NULL,0,NULL),
(9907,0,816,3,4,3,4,0,NULL),
(9908,0,675,2,3,1,NULL,0,NULL),
(9909,1,881,0,5,3,NULL,0,NULL),
(9910,0,789,2,28,1,4,0,NULL),
(9911,0,143,1,41,1,NULL,2,13),
(9912,0,131,2,39,0,NULL,0,NULL),
(9913,0,796,0,8,0,4,0,NULL),
(9914,0,344,0,40,1,NULL,0,NULL),
(9915,0,252,3,5,3,NULL,0,NULL),
(9916,0,445,1,43,3,NULL,1,NULL),
(9917,0,624,4,40,3,NULL,0,NULL),
(9918,0,586,0,2,1,NULL,0,NULL),
(9919,1,617,4,29,0,NULL,0,NULL),
(9920,0,767,0,16,3,4,0,NULL),
(9921,0,668,1,25,3,NULL,0,39),
(9922,1,976,1,3,3,NULL,1,NULL),
(9923,0,245,0,15,1,NULL,0,NULL),
(9924,1,35,0,36,3,NULL,0,NULL),
(9925,1,1019,0,6,1,NULL,0,NULL),
(9926,1,231,4,42,2,NULL,0,NULL),
(9927,0,678,0,18,0,NULL,0,NULL),
(9928,0,1067,1,24,3,NULL,1,NULL),
(9929,0,837,2,29,1,NULL,0,NULL),
(9930,0,804,4,9,1,4,0,NULL),
(9931,1,649,0,37,1,NULL,0,NULL),
(9932,0,815,4,11,3,4,0,NULL),
(9933,1,802,1,24,3,4,1,NULL),
(9934,0,258,3,4,1,NULL,0,NULL),
(9935,1,291,2,21,0,NULL,0,NULL),
(9936,2,642,0,0,1,NULL,0,NULL),
(9937,0,721,1,1,1,NULL,1,NULL),
(9938,0,934,2,7,0,NULL,0,NULL),
(9939,0,1017,3,38,1,NULL,0,NULL),
(9940,1,138,3,5,1,NULL,0,NULL),
(9941,0,231,1,9,3,NULL,2,21),
(9942,0,844,1,10,0,NULL,1,NULL),
(9943,0,73,4,25,1,NULL,0,NULL),
(9944,1,76,1,40,1,NULL,1,NULL),
(9945,0,388,4,27,3,NULL,0,NULL),
(9946,1,521,1,41,0,NULL,1,NULL),
(9947,1,377,2,31,3,NULL,0,NULL),
(9948,0,624,1,35,1,NULL,1,NULL),
(9949,1,673,2,3,0,NULL,0,NULL),
(9950,0,437,2,3,2,NULL,0,NULL),
(9951,2,593,1,22,3,NULL,1,NULL),
(9952,1,553,2,0,1,NULL,0,NULL),
(9953,1,950,1,34,3,NULL,1,NULL),
(9954,1,833,2,0,3,NULL,0,NULL),
(9955,1,527,2,29,3,NULL,0,NULL),
(9956,1,155,3,40,3,NULL,0,NULL),
(9957,0,629,4,37,1,NULL,0,NULL),
(9958,1,225,3,43,0,NULL,0,NULL),
(9959,0,873,1,32,0,NULL,2,14),
(9960,0,889,1,6,2,NULL,2,22),
(9961,0,57,4,36,3,NULL,0,NULL),
(9962,2,382,4,3,3,NULL,0,NULL),
(9963,0,372,2,1,1,NULL,0,NULL),
(9964,0,488,0,39,3,5,0,NULL),
(9965,0,943,2,10,3,NULL,0,NULL),
(9966,1,607,2,1,0,NULL,0,NULL),
(9967,1,683,1,0,0,NULL,2,28),
(9968,1,835,1,10,3,NULL,1,NULL),
(9969,0,987,0,38,0,NULL,0,NULL),
(9970,0,883,4,5,1,NULL,0,NULL),
(9971,0,836,3,21,3,NULL,0,NULL),
(9972,0,336,4,25,3,NULL,0,NULL),
(9973,1,428,4,14,1,NULL,0,NULL),
(9974,0,257,0,2,1,NULL,0,NULL),
(9975,0,36,3,4,1,NULL,0,NULL),
(9976,0,623,1,34,0,NULL,2,37),
(9977,0,358,0,2,3,NULL,0,NULL),
(9978,0,651,3,19,3,NULL,0,NULL),
(9979,1,622,0,34,0,NULL,0,NULL),
(9980,0,446,0,30,1,NULL,0,NULL),
(9981,1,949,1,21,3,NULL,1,NULL),
(9982,0,603,0,23,0,NULL,0,NULL),
(9983,0,669,3,4,1,NULL,0,NULL),
(9984,0,472,1,41,3,NULL,0,46),
(9985,1,881,4,16,1,NULL,0,NULL),
(9986,0,617,1,2,3,NULL,1,NULL),
(9987,0,432,1,22,0,NULL,2,31),
(9988,2,1074,0,32,1,NULL,0,NULL),
(9989,1,448,4,16,3,NULL,0,NULL),
(9990,0,121,4,9,1,NULL,0,NULL),
(9991,2,712,4,33,1,NULL,0,NULL),
(9992,2,30,2,7,3,NULL,0,NULL),
(9993,1,675,3,34,3,NULL,0,NULL),
(9994,2,954,4,40,3,NULL,0,NULL),
(9995,0,1039,3,10,3,1,0,NULL),
(9996,0,1009,0,33,1,NULL,0,NULL),
(9997,1,954,0,33,1,NULL,0,NULL),
(9998,1,452,0,26,3,NULL,0,NULL),
(9999,1,74,0,37,3,NULL,0,NULL);
INSERT INTO sale_record
VALUES(9018,1,898,1,2,0,NULL,2,39),
(9019,0,134,1,31,3,NULL,1,NULL),
(9020,0,191,3,42,0,NULL,0,NULL),
(9021,0,66,0,17,3,NULL,0,NULL),
(9022,0,197,3,40,3,NULL,0,NULL),
(9023,0,870,0,3,1,NULL,0,NULL),
(9024,0,967,3,18,1,NULL,0,NULL),
(9025,1,897,0,41,1,NULL,0,NULL),
(9026,0,197,3,15,3,NULL,0,NULL),
(9027,0,135,1,41,1,NULL,2,36),
(9028,0,1047,4,17,1,1,0,NULL),
(9029,0,828,0,9,3,NULL,0,NULL),
(9030,1,254,1,37,0,NULL,1,NULL),
(9031,0,197,2,11,0,NULL,0,NULL),
(9032,0,206,4,2,0,NULL,0,NULL),
(9033,0,810,0,3,2,4,0,NULL),
(9034,0,1037,0,38,1,1,0,NULL),
(9035,0,31,0,29,3,NULL,0,NULL),
(9036,1,242,3,30,3,NULL,0,NULL),
(9037,0,136,1,5,1,NULL,1,NULL),
(9038,0,267,2,43,3,NULL,0,NULL),
(9039,0,449,3,2,0,NULL,0,NULL),
(9040,0,259,0,7,0,NULL,0,NULL),
(9041,0,1041,4,34,1,1,0,NULL),
(9042,0,689,3,17,3,NULL,0,NULL),
(9043,1,956,1,39,1,NULL,1,NULL),
(9044,0,1044,4,22,3,1,0,NULL),
(9045,0,998,3,17,1,NULL,0,NULL),
(9046,1,672,4,23,3,NULL,0,NULL),
(9047,0,602,1,4,3,NULL,1,NULL),
(9048,2,789,1,32,3,4,2,14),
(9049,1,1010,1,5,3,NULL,1,NULL),
(9050,0,333,0,28,1,NULL,0,NULL),
(9051,0,66,1,38,3,NULL,0,4),
(9052,1,1025,2,40,1,NULL,0,NULL),
(9053,1,430,2,15,3,NULL,0,NULL),
(9054,2,623,1,30,3,NULL,1,NULL),
(9055,0,663,0,2,1,NULL,0,NULL),
(9056,1,384,0,10,3,NULL,0,NULL),
(9057,0,83,0,37,3,NULL,0,NULL),
(9058,2,1044,4,5,0,1,0,NULL),
(9059,0,617,1,15,1,NULL,1,NULL),
(9060,0,655,1,3,2,NULL,0,31),
(9061,0,1028,1,28,2,NULL,2,25),
(9062,0,190,2,24,1,NULL,0,NULL),
(9063,1,684,1,15,1,NULL,1,NULL),
(9064,1,821,2,9,1,4,0,NULL),
(9065,1,995,0,40,3,NULL,0,NULL),
(9066,1,792,3,28,1,4,0,NULL),
(9067,2,818,2,4,1,4,0,NULL),
(9068,0,370,1,6,3,NULL,2,48),
(9069,1,234,4,29,3,NULL,0,NULL),
(9070,0,51,2,37,3,NULL,0,NULL),
(9071,1,361,0,23,0,NULL,0,NULL),
(9072,1,623,3,15,3,NULL,0,NULL),
(9073,1,234,4,38,2,NULL,0,NULL),
(9074,0,82,2,8,3,NULL,0,NULL),
(9075,1,147,0,3,3,NULL,0,NULL),
(9076,0,71,2,41,0,NULL,0,NULL),
(9077,0,234,3,24,3,NULL,0,NULL),
(9078,1,585,2,7,1,NULL,0,NULL),
(9079,0,785,1,0,3,4,2,25),
(9080,0,69,4,18,3,NULL,0,NULL),
(9081,1,1037,0,40,2,1,0,NULL),
(9082,0,766,2,27,1,4,0,NULL),
(9083,0,364,4,31,2,NULL,0,NULL),
(9084,0,242,0,3,1,NULL,0,NULL),
(9085,1,788,0,18,1,4,0,NULL),
(9086,0,133,2,2,0,NULL,0,NULL),
(9087,1,788,0,42,3,4,0,NULL),
(9088,1,950,2,0,3,NULL,0,NULL),
(9089,2,798,0,43,3,4,0,NULL),
(9090,0,16,1,6,3,NULL,1,NULL),
(9091,0,223,0,29,1,NULL,0,NULL),
(9092,0,338,1,17,1,NULL,1,NULL),
(9093,0,659,1,28,0,NULL,1,NULL),
(9094,0,1090,3,11,3,NULL,0,NULL),
(9095,0,208,0,31,2,NULL,0,NULL),
(9096,0,1004,2,35,3,NULL,0,NULL),
(9097,0,348,4,21,1,NULL,0,NULL),
(9098,0,469,1,6,3,NULL,1,NULL),
(9099,0,666,1,35,2,NULL,1,NULL),
(9100,0,1004,3,5,3,NULL,0,NULL),
(9101,0,72,1,10,3,NULL,2,35),
(9102,0,789,2,27,2,4,0,NULL),
(9103,0,341,2,26,0,NULL,0,NULL),
